time , queue density , dynamic density
5111,0.0763156,0.0981313
5116,0.0418437,0.0599031
5121,0.0190719,0.0350844
5126,0.00309687,0.0110094
5131,0.00161875,0.00679062
5136,0.00129688,0.00758125
5141,0.00033125,0.00194688
5146,0.000334375,0.00122188
5151,0.00029375,0.00131562
5156,0.000303125,0.00124062
5161,0.00025,0.00191875
5166,0.000253125,0.00129688
5171,0.000271875,0.00117812
5176,0.0002875,0.0011375
5181,0.000146875,0.00160625
5186,0.000153125,0.0019125
5191,0.000153125,0.0014625
5196,0,0.00221875
5201,0,0.00163437
5206,0,0.001275
5211,0,0.00125312
5216,0,0.00122188
5221,3.125e-06,0.0020375
5226,6.25e-05,0.00144063
5231,0.00015625,0.00124062
5236,0.000184375,0.00119688
5241,0.000190625,0.00115625
5246,0.000196875,0.001725
5251,0.0002,0.00137188
5256,0.00019375,0.0012625
5261,0.0219656,0.026475
5266,0.0329344,0.0516594
5271,0.0342344,0.0693719
5276,0.0361906,0.0788313
5281,0.0370781,0.0834281
5286,0.0389094,0.0838312
5291,0.05485,0.109056
5296,0.0764531,0.160931
5301,0.0937906,0.193691
5306,0.107428,0.211031
5311,0.11225,0.191497
5316,0.111106,0.159653
5321,0.0988344,0.174534
5326,0.0916156,0.147456
5331,0.09475,0.119603
5336,0.099925,0.130469
5341,0.101153,0.111559
5346,0.104581,0.110609
5351,0.106425,0.103219
5356,0.120959,0.117684
5361,0.130578,0.137766
5366,0.132981,0.135219
5371,0.135916,0.134322
5376,0.137747,0.1156
5381,0.137425,0.112375
5386,0.140225,0.108053
5391,0.161331,0.130194
5396,0.167541,0.158537
5401,0.165116,0.132128
5406,0.163659,0.113491
5411,0.162516,0.0993813
5416,0.162534,0.083025
5421,0.179537,0.105178
5426,0.192656,0.100228
5431,0.203644,0.10155
5436,0.219144,0.130919
5441,0.237675,0.163234
5446,0.243369,0.212753
5451,0.242806,0.200859
5456,0.239556,0.19965
5461,0.2363,0.185709
5466,0.230134,0.174044
5471,0.21915,0.182363
5476,0.216222,0.149719
5481,0.233369,0.148925
5486,0.260984,0.155934
5491,0.284269,0.138331
5496,0.307869,0.161578
5501,0.320978,0.133525
5506,0.324047,0.117087
5511,0.319403,0.105203
5516,0.306828,0.0942937
5521,0.290587,0.129753
5526,0.296613,0.102834
5531,0.302956,0.101456
5536,0.307063,0.108716
5541,0.312544,0.101622
5546,0.311659,0.137681
5551,0.316222,0.092075
5556,0.323984,0.0660188
5561,0.332956,0.0662969
5566,0.343372,0.0687688
5571,0.351053,0.106088
5576,0.364191,0.0954625
5581,0.373481,0.08985
5586,0.368994,0.0921875
5591,0.366059,0.0980188
5596,0.363053,0.127941
5601,0.354203,0.0925813
5606,0.348781,0.0654437
5611,0.353172,0.0633
5616,0.357938,0.0622531
5621,0.358397,0.0984344
5626,0.364622,0.07375
5631,0.369506,0.0546344
5636,0.373891,0.050375
5641,0.377241,0.0390719
5646,0.387347,0.0969594
5651,0.389844,0.0648094
5656,0.386075,0.0393625
5661,0.386509,0.0372406
5666,0.389772,0.0331656
5671,0.388344,0.0680594
5676,0.392469,0.0380406
5681,0.393091,0.02255
5686,0.395866,0.0210688
5691,0.396703,0.0209406
5696,0.391066,0.0410937
5701,0.396322,0.0265594
5706,0.4026,0.0155844
5711,0.409019,0.0136594
5716,0.418137,0.014675
5721,0.427766,0.0622813
5726,0.427422,0.0290844
5731,0.427509,0.00690313
